time,ee_x,ee_y,ee_z,tgt_x,tgt_y,tension_N,pos_error_m,cable_taut,cable_dist_m
3.3400,0.43921,0.09215,0.39404,0.44121,0.09147,0.5004,0.00965,0,0.37242
3.3600,0.43552,0.09318,0.40766,0.44121,0.09145,1.0001,0.02136,0,0.37628
3.3800,0.43062,0.09434,0.42038,0.44121,0.09141,1.4522,0.03263,0,0.38179
3.4000,0.42456,0.09561,0.43214,0.44121,0.09136,1.8619,0.04351,0,0.38875
3.4200,0.41740,0.09699,0.44290,0.44121,0.09129,2.2287,0.05408,0,0.39703
3.4400,0.40916,0.09847,0.45264,0.44121,0.09121,2.5511,0.06446,0,0.40648
3.4600,0.39992,0.10007,0.46139,0.44121,0.09111,2.8289,0.07477,0,0.41695
3.4800,0.38974,0.10177,0.46919,0.44121,0.09099,3.0632,0.08515,0,0.42832
3.5000,0.37874,0.10356,0.47609,0.44121,0.09086,3.2565,0.09569,0,0.44042
3.5200,0.36701,0.10543,0.48215,0.44121,0.09072,3.4119,0.10646,0,0.45315
3.5400,0.35467,0.10736,0.48745,0.44121,0.09055,3.5332,0.11752,0,0.46636
3.5600,0.34182,0.10934,0.49206,0.44121,0.09038,3.6240,0.12887,1,0.47996
3.5800,0.32867,0.11133,0.49604,0.44121,0.09018,144.8407,0.14042,1,0.49373
3.6000,0.32573,0.11134,0.49852,0.44121,0.08997,50.3462,0.14281,1,0.49702
3.6200,0.32765,0.11113,0.50114,0.44121,0.08975,19.4895,0.14134,1,0.49568
3.6400,0.32861,0.11168,0.50425,0.44121,0.08951,17.6942,0.14104,1,0.49553
3.6600,0.32885,0.11263,0.50742,0.44121,0.08925,21.2015,0.14143,1,0.49619
3.6800,0.32911,0.11365,0.51042,0.44121,0.08898,20.4532,0.14174,1,0.49683
3.7000,0.32949,0.11468,0.51317,0.44121,0.08869,18.8746,0.14183,1,0.49734
3.7200,0.32984,0.11567,0.51564,0.44121,0.08838,18.3178,0.14178,1,0.49780
3.7400,0.33016,0.11661,0.51779,0.44121,0.08806,17.7559,0.14157,1,0.49822
3.7600,0.33046,0.11747,0.51960,0.44121,0.08773,17.2004,0.14119,1,0.49858
3.7800,0.33070,0.11824,0.52108,0.44121,0.08738,16.7088,0.14065,1,0.49888
3.8000,0.33090,0.11891,0.52222,0.44121,0.08701,16.2392,0.13996,1,0.49913
3.8200,0.33104,0.11948,0.52304,0.44121,0.08663,15.7805,0.13912,1,0.49933
3.8400,0.33113,0.11994,0.52356,0.44121,0.08623,15.3316,0.13816,1,0.49949
3.8600,0.33117,0.12030,0.52378,0.44121,0.08582,14.8906,0.13709,1,0.49960
3.8800,0.33115,0.12057,0.52375,0.44121,0.08539,14.4571,0.13594,1,0.49967
3.9000,0.33109,0.12073,0.52347,0.44121,0.08494,14.0322,0.13472,1,0.49970
3.9200,0.33098,0.12081,0.52299,0.44121,0.08448,13.6169,0.13347,1,0.49970
3.9400,0.33083,0.12080,0.52232,0.44121,0.08401,13.2127,0.13221,1,0.49968
3.9600,0.33065,0.12072,0.52151,0.44121,0.08352,12.8207,0.13094,1,0.49962
3.9800,0.33045,0.12056,0.52056,0.44121,0.08301,12.4422,0.12971,1,0.49955
4.0000,0.33022,0.12033,0.51953,0.44121,0.08249,12.0782,0.12852,1,0.49946
4.0200,0.32998,0.12003,0.51842,0.44121,0.08195,11.7293,0.12739,1,0.49935
4.0400,0.32973,0.11969,0.51728,0.44121,0.08140,11.3963,0.12633,1,0.49923
4.0600,0.32947,0.11928,0.51612,0.44121,0.08083,11.0795,0.12536,1,0.49911
4.0800,0.32921,0.11883,0.51497,0.44121,0.08025,10.7794,0.12448,1,0.49898
4.1000,0.32895,0.11834,0.51385,0.44121,0.07965,10.4959,0.12370,1,0.49885
4.1200,0.32869,0.11780,0.51278,0.44121,0.07903,10.2292,0.12303,1,0.49873
4.1400,0.32844,0.11723,0.51179,0.44121,0.07840,9.9792,0.12245,1,0.49861
4.1600,0.32820,0.11663,0.51089,0.44121,0.07776,9.7457,0.12198,1,0.49849
4.1800,0.32797,0.11599,0.51010,0.44121,0.07710,9.5284,0.12159,1,0.49838
4.2000,0.32776,0.11532,0.50942,0.44121,0.07642,9.3269,0.12130,1,0.49828
4.2200,0.32755,0.11463,0.50889,0.44121,0.07573,9.1410,0.12108,1,0.49820
4.2400,0.32736,0.11391,0.50850,0.44121,0.07503,8.9701,0.12094,1,0.49813
4.2600,0.32719,0.11316,0.50827,0.44121,0.07431,8.8139,0.12085,1,0.49807
4.2800,0.32703,0.11239,0.50821,0.44121,0.07357,8.6719,0.12081,1,0.49803
4.3000,0.32689,0.11159,0.50832,0.44121,0.07282,8.5437,0.12081,1,0.49801
4.3200,0.32677,0.11077,0.50862,0.44121,0.07205,8.4291,0.12084,1,0.49801
4.3400,0.32667,0.10992,0.50911,0.44121,0.07127,8.3277,0.12089,1,0.49802
4.3600,0.32659,0.10905,0.50979,0.44121,0.07047,8.2393,0.12094,1,0.49806
4.3800,0.32652,0.10815,0.51066,0.44121,0.06966,8.1639,0.12099,1,0.49812
4.4000,0.32648,0.10723,0.51173,0.44121,0.06884,8.1014,0.12104,1,0.49820
4.4200,0.32646,0.10628,0.51301,0.44121,0.06800,8.0520,0.12106,1,0.49830
4.4400,0.32646,0.10530,0.51448,0.44121,0.06714,8.0158,0.12105,1,0.49843
