t_sec,T_des_target_N,T_des_active_N,T_meas_N,ee_x_m,ee_y_m,ee_z_m,ee_des_x_m,ee_des_y_m,ee_des_z_m
1779789356.391937,10.0,0.019975072,0.0013529615169222027,0.24804872621709056,-0.012381744342437143,0.5537562202634291,0.24804488063153704,-0.012379328459093064,0.5537598063178512
1779789356.4018912,10.0,0.03999699000000001,0.011643287869380703,0.24805828325140294,-0.012382761283971424,0.5537513499308808,0.24804488063153704,-0.012379328459093064,0.5537598063178512
1779789356.411896,10.0,0.05990936400000001,0.021507211011073286,0.24807209076731648,-0.01238190606529119,0.5537442189530284,0.24804488063153704,-0.012379328459093064,0.5537598063178512
1779789356.4218917,10.0,0.08006697800000001,0.06861423150462807,0.24808620653426727,-0.012377263248849031,0.5537304627048771,0.24804488063153704,-0.012379328459093064,0.5537598063178512
1779789356.4319298,10.0,0.099970774,0.11404487865067013,0.24810228564540232,-0.012372065890375912,0.5537130769735282,0.24804488063153704,-0.012379328459093064,0.5537598063178512
1779789356.441906,10.0,0.11994893200000002,0.15405601405236136,0.24812157192494835,-0.012365583126793605,0.5536957327627815,0.24804488063153704,-0.012379328459093064,0.5537598063178512
1779789356.4519124,10.0,0.13993051400000006,0.20763813104028253,0.24814250953853034,-0.012358234491491446,0.5536764197230216,0.24804488063153704,-0.012379328459093064,0.5537598063178512
1779789356.461878,10.0,0.15990634800000003,0.25098917716466007,0.2481669739791242,-0.012351804634967267,0.5536524936767404,0.24804488063153704,-0.012379328459093064,0.5537598063178512
1779789356.4718945,10.0,0.17997818000000002,0.2875861336182908,0.2481908381808434,-0.012341544679615481,0.5536296305095902,0.24804488063153704,-0.012379328459093064,0.5537598063178512
1779789356.4818902,10.0,0.19994824200000005,0.33592182139763493,0.24821586727294462,-0.012333276052633168,0.5536044934611855,0.24804488063153704,-0.012379328459093064,0.5537598063178512
1779789356.4919834,10.0,0.22000771200000005,0.38857378881257504,0.24824331585806286,-0.012322169748823178,0.5535782953498657,0.24804488063153704,-0.012379328459093064,0.5537598063178512
1779789356.501931,10.0,0.24000594600000005,0.44527453592895994,0.2482692916366905,-0.012312416507201355,0.5535533340337171,0.24804488063153704,-0.012379328459093064,0.5537598063178512
1779789356.511907,10.0,0.25992453000000004,0.4752805128127857,0.24829787953102722,-0.01230073616683768,0.5535223916124016,0.24804488063153704,-0.012379328459093064,0.5537598063178512
1779789356.521932,10.0,0.280061908,0.5002705580836607,0.24832550158150074,-0.012289352789497414,0.5534950244264055,0.24804488063153704,-0.012379328459093064,0.5537598063178512
1779789356.5319536,10.0,0.30006116400000005,0.5335606028966289,0.24835349661242015,-0.012278957213808943,0.5534673060629821,0.24804488063153704,-0.012379328459093064,0.5537598063178512
1779789356.5419197,10.0,0.3199270300000001,0.5782934168554377,0.2483796681127031,-0.012270523085075521,0.5534406716217483,0.24804488063153704,-0.012379328459093064,0.5537598063178512
1779789356.551966,10.0,0.3400376760000001,0.6374227802519711,0.24840344605251374,-0.012256723544798542,0.5534130433083772,0.24804488063153704,-0.012379328459093064,0.5537598063178512
1779789356.5619073,10.0,0.35989855200000004,0.7062207373879729,0.24842804469601779,-0.012245401924857515,0.553389441052249,0.24804488063153704,-0.012379328459093064,0.5537598063178512
1779789356.5719087,10.0,0.3800119820000002,0.7561709087947059,0.24845465514570328,-0.012237336744660467,0.553362221666232,0.24804488063153704,-0.012379328459093064,0.5537598063178512
1779789356.58189,10.0,0.39997032200000016,0.7967368880313745,0.24847896969537392,-0.012227560639816684,0.5533383827501913,0.24804488063153704,-0.012379328459093064,0.5537598063178512
1779789356.5919018,10.0,0.41990481800000035,0.8445712129950537,0.2485027541369731,-0.012217640352181243,0.5533136762356619,0.24804488063153704,-0.012379328459093064,0.5537598063178512
1779789356.6019,10.0,0.43998051800000043,0.8799251030521621,0.248525914474721,-0.012209254812533474,0.5532871435896339,0.24804488063153704,-0.012379328459093064,0.5537598063178512
1779789356.6119883,10.0,0.4598764200000005,0.9186657635131427,0.24854930755662974,-0.012199032175564707,0.5532644384817311,0.24804488063153704,-0.012379328459093064,0.5537598063178512
1779789356.6219862,10.0,0.4799929160000005,0.9591814131864068,0.24857194009886682,-0.012191658833787302,0.5532428475622372,0.24804488063153704,-0.012379328459093064,0.5537598063178512
1779789356.6319218,10.0,0.4999973020000005,0.991487114348917,0.24859210717921998,-0.01218276443094502,0.5532227190838555,0.24804488063153704,-0.012379328459093064,0.5537598063178512
1779789356.6419833,10.0,0.5199435800000005,1.0317651733463735,0.2486111094210064,-0.012173936289002192,0.5532023990180225,0.24804488063153704,-0.012379328459093064,0.5537598063178512
1779789356.6519167,10.0,0.5400818980000004,1.0658859274453123,0.24863180873575685,-0.012165880855148243,0.5531830338905609,0.24804488063153704,-0.012379328459093064,0.5537598063178512
1779789356.6618822,10.0,0.5598969680000003,1.084981330126344,0.248650520558402,-0.012156659348589205,0.5531610783018258,0.24804488063153704,-0.012379328459093064,0.5537598063178512
1779789356.6718988,10.0,0.5798650660000003,1.105438609821188,0.24866896019442444,-0.01214805952250719,0.5531391803125154,0.24804488063153704,-0.012379328459093064,0.5537598063178512
1779789356.6818814,10.0,0.6000487300000003,1.1338764974597104,0.24868850741606083,-0.012141841426556037,0.5531206012578328,0.24804488063153704,-0.012379328459093064,0.5537598063178512
1779789356.6919408,10.0,0.6201182980000002,1.170936870775796,0.24870752267248053,-0.012132425845380632,0.5531014886990382,0.24804488063153704,-0.012379328459093064,0.5537598063178512
1779789356.7019029,10.0,0.6399453300000001,1.2059208623967208,0.2487259721337302,-0.012125600859693672,0.553083562637268,0.24804488063153704,-0.012379328459093064,0.5537598063178512
1779789356.7118769,10.0,0.65987698,1.2349454511493203,0.24874560886754382,-0.012118522694358539,0.5530598816653005,0.24804488063153704,-0.012379328459093064,0.5537598063178512
1779789356.7219245,10.0,0.6799005819999999,1.2591877953620902,0.24876467552710216,-0.012107946757037063,0.5530391321948953,0.24804488063153704,-0.012379328459093064,0.5537598063178512
1779789356.7318735,10.0,0.6998682999999999,1.2846911721794765,0.248784364856276,-0.012099437136899408,0.5530187763195695,0.24804488063153704,-0.012379328459093064,0.5537598063178512
1779789356.7418916,10.0,0.7199314759999998,1.3054713940061173,0.24880486591694043,-0.012090353596802734,0.5529965097984694,0.24804488063153704,-0.012379328459093064,0.5537598063178512
1779789356.7519028,10.0,0.7399402699999997,1.3214672535744243,0.24882608596471104,-0.012083950783490826,0.55297111796244,0.24804488063153704,-0.012379328459093064,0.5537598063178512
1779789356.7618752,10.0,0.7599797219999999,1.330007271577981,0.2488472294977972,-0.012073468268842815,0.5529495610928005,0.24804488063153704,-0.012379328459093064,0.5537598063178512
1779789356.771858,10.0,0.779893318,1.3529845238640115,0.24886516967114064,-0.012064907978158762,0.552930853853895,0.24804488063153704,-0.012379328459093064,0.5537598063178512
1779789356.7819414,10.0,0.800001118,1.374920847904047,0.2488848228851454,-0.012056783646098091,0.5529087973050968,0.24804488063153704,-0.012379328459093064,0.5537598063178512
1779789356.7919104,10.0,0.8199778919999999,1.387545831259877,0.24890241268516203,-0.012049807959568882,0.5528881149450288,0.24804488063153704,-0.012379328459093064,0.5537598063178512
1779789356.8019328,10.0,0.8401273519999999,1.3932989909572282,0.24891986098728897,-0.012042029975253733,0.5528705974774418,0.24804488063153704,-0.012379328459093064,0.5537598063178512
1779789356.8118975,10.0,0.8600295659999999,1.4142395023199934,0.2489362275405655,-0.012034089237646161,0.5528526084563057,0.24804488063153704,-0.012379328459093064,0.5537598063178512
1779789356.8218758,10.0,0.880131836,1.4417742510609681,0.2489502398051417,-0.01202971679136145,0.5528367545235007,0.24804488063153704,-0.012379328459093064,0.5537598063178512
1779789356.8319275,10.0,0.8999732160000001,1.4545924612878367,0.2489633771176445,-0.01202487200164793,0.5528215646677951,0.24804488063153704,-0.012379328459093064,0.5537598063178512
1779789356.8418884,10.0,0.919951092,1.4589860770203584,0.24897731868875445,-0.012018245754610704,0.5528052895513161,0.24804488063153704,-0.012379328459093064,0.5537598063178512
1779789356.8518918,10.0,0.9399344580000003,1.4657831641643533,0.24898881758754068,-0.012013872002555877,0.5527944041351892,0.24804488063153704,-0.012379328459093064,0.5537598063178512
1779789356.8618827,10.0,0.9599319120000004,1.4735064256036383,0.24899800385452928,-0.012009634245432482,0.5527817905459627,0.24804488063153704,-0.012379328459093064,0.5537598063178512
1779789356.8719614,10.0,0.9800681460000004,1.4802135550729059,0.24900684817654437,-0.012004113874634651,0.5527727725961937,0.24804488063153704,-0.012379328459093064,0.5537598063178512
1779789356.8818924,10.0,0.9999572760000002,1.4908997523508267,0.24901486649395554,-0.012002302307607191,0.5527641251021944,0.24804488063153704,-0.012379328459093064,0.5537598063178512
1779789356.89188,10.0,1.0202153600000003,1.4932800036224745,0.24901985231295964,-0.011999103552082988,0.5527575045941298,0.24804488063153704,-0.012379328459093064,0.5537598063178512
1779789356.9019585,10.0,1.0399236880000005,1.5022511707901216,0.24902479631865437,-0.01199755196571082,0.5527527701263666,0.24804488063153704,-0.012379328459093064,0.5537598063178512
1779789356.9119005,10.0,1.0601387300000005,1.5135666519981354,0.24902619189872724,-0.011995388737364058,0.5527504917971875,0.24804488063153704,-0.012379328459093064,0.5537598063178512
1779789356.9219463,10.0,1.0799256680000004,1.517524355409596,0.24902747868270309,-0.011995840949376672,0.5527498480360308,0.24804488063153704,-0.012379328459093064,0.5537598063178512
1779789356.9319677,10.0,1.0999473260000006,1.5147453289784174,0.24902838981926304,-0.011994510038387796,0.552748910041243,0.24804488063153704,-0.012379328459093064,0.5537598063178512
1779789356.941891,10.0,1.1200651060000006,1.50525013925685,0.24902741067622713,-0.01199601581430739,0.5527488048521286,0.24804488063153704,-0.012379328459093064,0.5537598063178512
1779789356.9518907,10.0,1.1399073460000007,1.4885726609956555,0.24902822071824185,-0.011996780394039484,0.5527493024023817,0.24804488063153704,-0.012379328459093064,0.5537598063178512
1779789356.9619026,10.0,1.1599114520000005,1.4848646937366252,0.249027866645871,-0.011996481516655085,0.5527494021073722,0.24804488063153704,-0.012379328459093064,0.5537598063178512
1779789356.9718952,10.0,1.1798386940000005,1.4809970654111189,0.2490278603047064,-0.011996183420240688,0.5527521450414419,0.24804488063153704,-0.012379328459093064,0.5537598063178512
