t_sec,T_des_target_N,T_des_active_N,T_meas_N,ee_x_m,ee_y_m,ee_z_m,ee_des_x_m,ee_des_y_m,ee_des_z_m
1779791022.0754538,10.0,0.020071581999999998,0.0029614375390761313,0.24913154828582118,-0.011667414277917445,0.5546714337481253,0.2491239574704613,-0.011671306060309281,0.5546728305196915
1779791022.0854936,10.0,0.039970116,0.013899867461004129,0.2491516099789287,-0.01165164238881886,0.5546654872529777,0.2491239574704613,-0.011671306060309281,0.5546728305196915
1779791022.0955749,10.0,0.05999272600000001,0.028445363058171805,0.24918322300075516,-0.011621645050251244,0.5546571052569176,0.2491239574704613,-0.011671306060309281,0.5546728305196915
1779791022.105497,10.0,0.07991668800000001,0.09175583742280972,0.24922267594334943,-0.011590177027501444,0.5546486394683161,0.2491239574704613,-0.011671306060309281,0.5546728305196915
1779791022.1155205,10.0,0.09996033600000001,0.16127589703503006,0.24926758426454146,-0.011567266983269632,0.5546291803830398,0.2491239574704613,-0.011671306060309281,0.5546728305196915
1779791022.1255565,10.0,0.12010916400000005,0.22600032609778153,0.2493083349613208,-0.011546160551822327,0.5546145736195112,0.2491239574704613,-0.011671306060309281,0.5546728305196915
1779791022.135471,10.0,0.13999128800000005,0.3221934260630474,0.24934461543199982,-0.01152960670141241,0.5545978671858146,0.2491239574704613,-0.011671306060309281,0.5546728305196915
1779791022.1455164,10.0,0.15995372400000007,0.4227777596984269,0.2493788746985625,-0.011517128790034992,0.5545774247732199,0.2491239574704613,-0.011671306060309281,0.5546728305196915
1779791022.1555028,10.0,0.1799640700000001,0.5132639701248899,0.24941187715776555,-0.011503520073143404,0.5545517101909682,0.2491239574704613,-0.011671306060309281,0.5546728305196915
1779791022.1654556,10.0,0.1999103940000001,0.6025070081794278,0.2494445918127202,-0.011494899488725306,0.5545297446002019,0.2491239574704613,-0.011671306060309281,0.5546728305196915
1779791022.1755328,10.0,0.22011154000000005,0.6760172608654123,0.2494770867403026,-0.011490666829438131,0.5545082229661014,0.2491239574704613,-0.011671306060309281,0.5546728305196915
1779791022.1855147,10.0,0.24005039200000008,0.7446329481674646,0.24950898121797357,-0.011493111981227188,0.5544813542618001,0.2491239574704613,-0.011671306060309281,0.5546728305196915
1779791022.19557,10.0,0.26007728800000013,0.8105892675323628,0.24953729439166844,-0.011495524002577256,0.5544553505114989,0.2491239574704613,-0.011671306060309281,0.5546728305196915
1779791022.2055094,10.0,0.2799513580000001,0.8772776143716019,0.24956453354755828,-0.011499464800768864,0.5544267869403757,0.2491239574704613,-0.011671306060309281,0.5546728305196915
