t_sec,T_des_target_N,T_des_active_N,T_meas_N,ee_x_m,ee_y_m,ee_z_m,ee_des_x_m,ee_des_y_m,ee_des_z_m
1779788469.9148974,10.0,0.019921484000000003,0.0029675588876239964,0.24721768188679202,-0.012205710160810613,0.5544135749870029,0.24721948602659902,-0.01220567605693072,0.5544128604521069
1779788469.924907,10.0,0.039951112,0.012326497033817007,0.24721391644130922,-0.012203580564235941,0.5544126485670815,0.24721948602659902,-0.01220567605693072,0.5544128604521069
1779788469.9349227,10.0,0.06003266000000001,0.028780647047129366,0.24720924883544282,-0.012198930273277703,0.5544114169230885,0.24721948602659902,-0.01220567605693072,0.5544128604521069
1779788469.9449036,10.0,0.07990062200000002,0.054582901917757165,0.24720434926355794,-0.012191026170297712,0.5544079422082168,0.24721948602659902,-0.01220567605693072,0.5544128604521069
1779788469.954925,10.0,0.09994097200000002,0.07775999627413421,0.24720218763300583,-0.012185478716737176,0.554405353116236,0.24721948602659902,-0.01220567605693072,0.5544128604521069
1779788469.9648957,10.0,0.11990575800000003,0.11530947330258957,0.24719868840311612,-0.012180156477557068,0.5544079488011533,0.24721948602659902,-0.01220567605693072,0.5544128604521069
1779788469.9749696,10.0,0.14004487600000004,0.15299914320108612,0.2471968592552873,-0.012170599053539283,0.5544101992808559,0.24721948602659902,-0.01220567605693072,0.5544128604521069
1779788469.9849045,10.0,0.15996824200000007,0.1781475878838111,0.24719530937261786,-0.012162631857233205,0.5544067593166081,0.24721948602659902,-0.01220567605693072,0.5544128604521069
1779788469.9949274,10.0,0.17993294800000006,0.20004602633052568,0.24719303691741426,-0.012155526152050296,0.554408761817862,0.24721948602659902,-0.01220567605693072,0.5544128604521069
1779788470.004981,10.0,0.20003132800000006,0.22555879131673506,0.24719267401530864,-0.012149744829941848,0.5544086735239496,0.24721948602659902,-0.01220567605693072,0.5544128604521069
1779788470.0149183,10.0,0.22002577000000006,0.2526398676734857,0.2471933575366723,-0.012144725747920516,0.5544077402270211,0.24721948602659902,-0.01220567605693072,0.5544128604521069
1779788470.0249174,10.0,0.239997008,0.2701988878836798,0.24719161679167181,-0.012143090791729719,0.5544110364926538,0.24721948602659902,-0.01220567605693072,0.5544128604521069
1779788470.0349355,10.0,0.2599147660000001,0.27617936193465936,0.2471902591737241,-0.01214150047545727,0.554408431342523,0.24721948602659902,-0.01220567605693072,0.5544128604521069
1779788470.0449305,10.0,0.280006772,0.28600737944801624,0.24718911432478236,-0.012138592716023733,0.5544064787774194,0.24721948602659902,-0.01220567605693072,0.5544128604521069
1779788470.054905,10.0,0.29994705200000005,0.30889312872398583,0.2471879319514409,-0.012138272159281557,0.554408823872462,0.24721948602659902,-0.01220567605693072,0.5544128604521069
1779788470.0649288,10.0,0.31992083600000004,0.3251350386198719,0.2471870862809529,-0.012133867956939305,0.5544089191454253,0.24721948602659902,-0.01220567605693072,0.5544128604521069
1779788470.0749097,10.0,0.33998817600000003,0.32990353415027146,0.24718645792856095,-0.012132465079219263,0.5544083906409574,0.24721948602659902,-0.01220567605693072,0.5544128604521069
1779788470.0848904,10.0,0.359932522,0.33408633939339216,0.24718614506345715,-0.012133130878506815,0.5544081461861311,0.24721948602659902,-0.01220567605693072,0.5544128604521069
1779788470.094913,10.0,0.37995832399999996,0.34023990514217156,0.24718611187087441,-0.012131691431022738,0.554406051034697,0.24721948602659902,-0.01220567605693072,0.5544128604521069
1779788470.1049783,10.0,0.39987714399999996,0.35179135205451056,0.24718621703157115,-0.012132755816451225,0.5544066968966274,0.24721948602659902,-0.01220567605693072,0.5544128604521069
1779788470.114964,10.0,0.419929556,0.3588964840481161,0.247184467890637,-0.012133331227896034,0.5544072973596437,0.24721948602659902,-0.01220567605693072,0.5544128604521069
1779788470.124893,10.0,0.4399622900000001,0.3663858816747956,0.2471854507923956,-0.012133593903191056,0.5544081053615605,0.24721948602659902,-0.01220567605693072,0.5544128604521069
1779788470.1349168,10.0,0.4599591180000001,0.3722915061222416,0.24718358625583278,-0.012131140057551842,0.5544064594393052,0.24721948602659902,-0.01220567605693072,0.5544128604521069
1779788470.1448936,10.0,0.4801035640000001,0.38360960660977816,0.24718467258954072,-0.01213049274717348,0.5544080221200651,0.24721948602659902,-0.01220567605693072,0.5544128604521069
1779788470.154889,10.0,0.49994674000000017,0.3837619248100807,0.24718410136050434,-0.012129184272146694,0.5544083800308754,0.24721948602659902,-0.01220567605693072,0.5544128604521069
1779788470.164916,10.0,0.5199425040000002,0.3699262896144818,0.24718379324251338,-0.012128970292213909,0.5544082010813436,0.24721948602659902,-0.01220567605693072,0.5544128604521069
1779788470.1749651,10.0,0.5400632460000001,0.3779403768111581,0.2471828425397919,-0.01212842816035061,0.554407392327165,0.24721948602659902,-0.01220567605693072,0.5544128604521069
1779788470.1849034,10.0,0.5600376900000001,0.38267379417811137,0.2471836064631553,-0.012127659035861828,0.5544069004252464,0.24721948602659902,-0.01220567605693072,0.5544128604521069
1779788470.1948955,10.0,0.5799292380000001,0.3852092167347703,0.2471832293366021,-0.012129639560433888,0.5544069942402177,0.24721948602659902,-0.01220567605693072,0.5544128604521069
1779788470.2049158,10.0,0.5999449000000002,0.38470607366232445,0.24718299951412356,-0.012129008335585452,0.5544063553897338,0.24721948602659902,-0.01220567605693072,0.5544128604521069
1779788470.2148945,10.0,0.6199279000000002,0.3851692675605888,0.24718215284080847,-0.012127334886548307,0.5544059147522684,0.24721948602659902,-0.01220567605693072,0.5544128604521069
1779788470.2249181,10.0,0.6400255400000001,0.3950236290440133,0.24718194687528872,-0.012127003116096767,0.5544054929362033,0.24721948602659902,-0.01220567605693072,0.5544128604521069
1779788470.2349336,10.0,0.660015854,0.3956798738679783,0.24718185479656318,-0.012126570488434917,0.5544055905504454,0.24721948602659902,-0.01220567605693072,0.5544128604521069
