t_sec,T_des_target_N,T_des_active_N,T_meas_N,ee_x_m,ee_y_m,ee_z_m,ee_des_x_m,ee_des_y_m,ee_des_z_m
1779790712.9036388,10.0,0.019922934000000003,0.0005713120010053025,0.2487897241014841,-0.011365297170798557,0.5533658826716383,0.24878922372981244,-0.011364213109672783,0.5533689663988274
1779790712.913609,10.0,0.03996355,0.012163498348568681,0.2487971218678016,-0.011364080791843902,0.5533635641495832,0.24878922372981244,-0.011364213109672783,0.5533689663988274
1779790712.9236448,10.0,0.059999778000000004,0.018475415966153777,0.2488141122413901,-0.011355216044468297,0.5533515958023537,0.24878922372981244,-0.011364213109672783,0.5533689663988274
1779790712.9336762,10.0,0.07985045600000001,0.03339528039939608,0.2488319237489005,-0.011350106564228732,0.5533428829086269,0.24878922372981244,-0.011364213109672783,0.5533689663988274
1779790712.943639,10.0,0.10013519400000001,0.07797599239096432,0.24885801532486465,-0.011338613332690685,0.5533199661262131,0.24878922372981244,-0.011364213109672783,0.5533689663988274
1779790712.9536219,10.0,0.11990884400000001,0.12107008077871485,0.24888475474723465,-0.011326021422726918,0.553294830707514,0.24878922372981244,-0.011364213109672783,0.5533689663988274
1779790712.963597,10.0,0.14002580600000003,0.16907270180872266,0.24891441029070915,-0.011321283330660624,0.5532698175672971,0.24878922372981244,-0.011364213109672783,0.5533689663988274
1779790712.9735847,10.0,0.15984600400000004,0.22831431204848057,0.24894692787532693,-0.01131122101509131,0.5532422384533853,0.24878922372981244,-0.011364213109672783,0.5533689663988274
1779790712.9836218,10.0,0.17990784199999998,0.2846951451935215,0.24897949067890793,-0.011302523702782279,0.5532126857563907,0.24878922372981244,-0.011364213109672783,0.5533689663988274
1779790712.9936295,10.0,0.19999644799999994,0.3483453005400511,0.24901310336864954,-0.011290524870058358,0.5531814979990689,0.24878922372981244,-0.011364213109672783,0.5533689663988274
1779790713.0036204,10.0,0.21992026399999998,0.4169190064215239,0.24905040762783098,-0.011278064406480878,0.5531480379963633,0.24878922372981244,-0.011364213109672783,0.5533689663988274
1779790713.013646,10.0,0.239909422,0.4722368439007694,0.24908518282822031,-0.011269394355331828,0.5531142197232112,0.24878922372981244,-0.011364213109672783,0.5533689663988274
1779790713.0236347,10.0,0.259946852,0.5220300895513861,0.24911935865562,-0.011256570431935708,0.5530777984294991,0.24878922372981244,-0.011364213109672783,0.5533689663988274
1779790713.0336022,10.0,0.279925732,0.567445832541197,0.24915198610991926,-0.011243489510794506,0.5530435646429057,0.24878922372981244,-0.011364213109672783,0.5533689663988274
1779790713.043705,10.0,0.299860588,0.6096362136744754,0.24918443529942527,-0.011229530721270219,0.5530075267116503,0.24878922372981244,-0.011364213109672783,0.5533689663988274
1779790713.0536048,10.0,0.3199843619999999,0.6605695295785872,0.24921537924150186,-0.011219065386957931,0.5529718258771175,0.24878922372981244,-0.011364213109672783,0.5533689663988274
1779790713.0635781,10.0,0.3398856739999999,0.7125300150739999,0.24924351595328892,-0.011209699358697938,0.552941087615993,0.24878922372981244,-0.011364213109672783,0.5533689663988274
1779790713.0736027,10.0,0.3598906239999998,0.7724497774373303,0.2492706743862998,-0.011196185313998056,0.5529126130943456,0.24878922372981244,-0.011364213109672783,0.5533689663988274
1779790713.0836346,10.0,0.3800240359999998,0.8275244725080452,0.24929519597049155,-0.01118336516508396,0.5528840063093315,0.24878922372981244,-0.011364213109672783,0.5533689663988274
1779790713.093587,10.0,0.3998114919999998,0.8799997943858286,0.24932039764368458,-0.011172130638353461,0.5528609071956566,0.24878922372981244,-0.011364213109672783,0.5533689663988274
1779790713.103599,10.0,0.4199592119999998,0.9333989814037986,0.24934135237531715,-0.011159078736311077,0.5528378203624005,0.24878922372981244,-0.011364213109672783,0.5533689663988274
1779790713.113592,10.0,0.43994939199999994,0.9788146445876247,0.24936207536982047,-0.011148994532358297,0.552814695651678,0.24878922372981244,-0.011364213109672783,0.5533689663988274
1779790713.123652,10.0,0.45992454399999994,1.0194707312523699,0.24938002918374166,-0.011141133388089345,0.5527911853361143,0.24878922372981244,-0.011364213109672783,0.5533689663988274
1779790713.1335917,10.0,0.4798243739999998,1.049324071888884,0.24939751744566033,-0.011133608504108442,0.5527755843878095,0.24878922372981244,-0.011364213109672783,0.5533689663988274
1779790713.1436675,10.0,0.4998096459999998,1.0918240188945807,0.24941160349421657,-0.011124263748129068,0.5527601581772861,0.24878922372981244,-0.011364213109672783,0.5533689663988274
1779790713.153653,10.0,0.5199437199999999,1.119912853934124,0.24942388433091142,-0.011117025196066147,0.5527467703470647,0.24878922372981244,-0.011364213109672783,0.5533689663988274
1779790713.1636744,10.0,0.5399564039999999,1.1491846126190557,0.2494358402519832,-0.011112308222597617,0.5527336906214818,0.24878922372981244,-0.011364213109672783,0.5533689663988274
1779790713.1736102,10.0,0.559986278,1.1855578896275312,0.2494443286010426,-0.011106620055581417,0.5527261289575234,0.24878922372981244,-0.011364213109672783,0.5533689663988274
1779790713.1836016,10.0,0.5799808680000003,1.2146537132645123,0.24945288005474484,-0.011101309315232039,0.5527163162045948,0.24878922372981244,-0.011364213109672783,0.5533689663988274
1779790713.1936133,10.0,0.5999640560000002,1.2377837227884319,0.24945814514480444,-0.011098008264825203,0.5527091303492364,0.24878922372981244,-0.011364213109672783,0.5533689663988274
1779790713.2036204,10.0,0.6199788840000002,1.2637725141297356,0.24946300969729515,-0.011097491505174787,0.5527054487775857,0.24878922372981244,-0.011364213109672783,0.5533689663988274
1779790713.213635,10.0,0.6398911160000003,1.2844426356692789,0.2494655516129902,-0.011096010518000207,0.5527009860009737,0.24878922372981244,-0.011364213109672783,0.5533689663988274
1779790713.2236412,10.0,0.6599392080000002,1.294158818527471,0.24946697829990216,-0.01109214783213148,0.5526991349951579,0.24878922372981244,-0.011364213109672783,0.5533689663988274
1779790713.2336214,10.0,0.6798403800000002,1.3001847252932701,0.24946979557667848,-0.011091555001508787,0.5526969865928161,0.24878922372981244,-0.011364213109672783,0.5533689663988274
1779790713.243587,10.0,0.6999580620000002,1.3042960699662194,0.24947107812472297,-0.011092225584390358,0.5526972462035841,0.24878922372981244,-0.011364213109672783,0.5533689663988274
1779790713.2536368,10.0,0.7199265620000002,1.3117151235157112,0.24946940242809285,-0.011091068736767325,0.5526975627025523,0.24878922372981244,-0.011364213109672783,0.5533689663988274
1779790713.2636552,10.0,0.7400503960000003,1.3124548661380016,0.24947040394567302,-0.011092343420396372,0.5526984618159521,0.24878922372981244,-0.011364213109672783,0.5533689663988274
1779790713.2736633,10.0,0.7598840000000002,1.310489061009604,0.24946974688876453,-0.011091459933639271,0.5526974653654364,0.24878922372981244,-0.011364213109672783,0.5533689663988274
1779790713.2836032,10.0,0.7798777480000003,1.2956439290333914,0.2494698035990144,-0.011091749810571547,0.5526972613179979,0.24878922372981244,-0.011364213109672783,0.5533689663988274
1779790713.293602,10.0,0.7998615360000003,1.2867136434494386,0.24946985556745663,-0.011093737350838176,0.5526973293257084,0.24878922372981244,-0.011364213109672783,0.5533689663988274
